id,ranking,company_name,city,country,current_employees,last_employees,employee_growth,founded,total_funding,Industry,Points,valuation,Industry_Group,description
1045232,18,Supabase,San Francisco,United States,135,90,50.62,2020.0,398000000.0,SaaS,2112,2000000000.0,Software,"Supabase is the Postgres development platform. Start your project with a Postgres database, Authentication, instant APIs, Edge Functions, Realtime subscriptions, Storage, and Vector embeddings.
In short, this company was founded in 2020 in United States. It has grown by 50% and currently has 135 employees. This company has raised $398,000,000 so far. It also focuses on the Software industry, specializing in SaaS."
977503,19,Hippocratic AI,Palo Alto,United States,159,85,87.14,2023.0,278000000.0,AI,2103,1600000000.0,Artificial Intelligence,"The First Safety Focused LLM for Healthcare
In short, this company was founded in 2023 in United States. It has grown by 87% and currently has 159 employees. This company has raised $278,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
393341,20,Synthesia,London,United Kingdom,537,390,37.54,2017.0,334000000.0,AI,2081,2100000000.0,Artificial Intelligence,"Create AI generated videos from text with the most advanced AI avatars and voiceovers in 140+ languages. Try our free AI video generator now!
In short, this company was founded in 2017 in United Kingdom. It has grown by 37% and currently has 537 employees. This company has raised $334,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
1012380,21,poolside,Paris,France,203,64,214.29,2011.0,626000000.0,AI,2063,3000000000.0,Artificial Intelligence,"We are software's leading AI research lab.We are a frontier lab focused on building the most capable models and systems to support them. Our models are generally capable and are purpose-builtsp ecifically to excel at software engineering.Our proprietary approach and techniques allow our models to learn like the best developers through trial and error, navigating ambiguity to discover working solutions. We're creating our foundation models from the ground up, achieving breakthroughs through original, first-principles research. Our intelligence understands your architecture, development processes, and how software reflects your business itself—creating compound value that transforms how enterprises operate at every level.
In short, this company was founded in 2011 in France. It has grown by 214% and currently has 203 employees. This company has raised $626,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
973363,22,Harvey,San Francisco,United States,1206,448,169.2,2022.0,516000000.0,AI,2038,5000000000.0,Artificial Intelligence,"Domain-specific AI for law firms, professional service providers, and the Fortune 500.
In short, this company was founded in 2022 in United States. It has grown by 169% and currently has 1206 employees. This company has raised $516,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
1045223,23,Cognition AI,New York,United States,75,56,33.02,2011.0,342000000.0,AI,2029,4000000000.0,Artificial Intelligence,"Makers of Devin, the first AI software engineer. We are an applied AI lab building end-to-end software agents. We’re building collaborative AI teammates that enable engineers to focus on more interesting problems and empower engineering teams to strive for more ambitious goals.
In short, this company was founded in 2011 in United States. It has grown by 33% and currently has 75 employees. This company has raised $342,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
1012409,24,Decagon,San Francisco,United States,106,21,407.69,2011.0,200000000.0,AI,2026,1500000000.0,Artificial Intelligence,"Reimagine your customer experience with AI agents, built for the enterprise.
In short, this company was founded in 2011 in United States. It has grown by 407% and currently has 106 employees. This company has raised $200,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
372339,25,Runway ML,New York,United States,343,209,64.09,2018.0,544000000.0,AI,2008,3000000000.0,Artificial Intelligence,"Runway is an applied research company shaping the next era of art, entertainment and human creativity.
In short, this company was founded in 2018 in United States. It has grown by 64% and currently has 343 employees. This company has raised $544,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
885018,26,Halcyon,Austin,United States,292,180,61.94,2021.0,364000000.0,IT Security,1987,1000000000.0,IT,"Halcyon is the cyber resilience platform that Global 2000 companies rely upon to defeat ransomware-as-a-service-borne attacks. With the fastest endpoint recovery methods ever built and multiple layers of resiliency, including bypass and evasion protection, key capture and automated decryption, and data extortion prevention, the Halcyon platform enables attacks to be undone in minutes.
In short, this company was founded in 2021 in United States. It has grown by 61% and currently has 292 employees. This company has raised $364,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
326583,27,Helion Energy,Everett,United States,357,252,41.87,2011.0,1030000000.0,Environmental,1977,5240000000.0,Sustainability,"Enabling a future with unlimited clean electricity. Build with us Technology.
In short, this company was founded in 2011 in United States. It has grown by 41% and currently has 357 employees. This company has raised $1,030,000,000 so far. It also focuses on the Sustainability industry, specializing in Environmental."
479681,28,Vultr,West Palm Beach,United States,235,155,51.8,2011.0,333000000.0,SaaS,1972,3500000000.0,Software,"Global, automated cloud infrastructure from the broadest array of AMD and NVIDIA GPUs to virtual CPUs, bare metal, Kubernetes, storage, and networking solutions.
In short, this company was founded in 2011 in United States. It has grown by 51% and currently has 235 employees. This company has raised $333,000,000 so far. It also focuses on the Software industry, specializing in SaaS."
484721,29,Second Front Systems,Wilmington,United States,155,123,25.41,2014.0,150000000.0,SaaS,1953,750000000.0,Software,"We’re on a mission to secure a strategic advantage for the world’s democracies by accelerating government access to emerging technologies. Our story Get started
In short, this company was founded in 2014 in United States. It has grown by 25% and currently has 155 employees. This company has raised $150,000,000 so far. It also focuses on the Software industry, specializing in SaaS."
390689,30,RadAI,Berkeley,United States,193,140,37.82,2018.0,60000000.0,AI,1867,525000000.0,Artificial Intelligence,"AI radiology software solutions to streamline workflows, save time, and improve patient care.
In short, this company was founded in 2018 in United States. It has grown by 37% and currently has 193 employees. This company has raised $60,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
977226,31,Luma AI,San Francisco,United States,166,55,202.08,2021.0,114000000.0,AI,1857,300000000.0,Artificial Intelligence,"Luma's mission is to build multimodal general intelligence that can generate, understand, and operate in the physical world
In short, this company was founded in 2021 in United States. It has grown by 202% and currently has 166 employees. This company has raised $114,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
98061,32,Groq,Mountain View,United States,470,292,60.89,2016.0,2550000000.0,AI,1846,2800000000.0,Artificial Intelligence,"The LPU™ Inference Engine by Groq is a hardware and software platform that delivers exceptional compute speed, quality, and energy efficiency. Groq provides cloud and on-prem solutions at scale for AI applications.
In short, this company was founded in 2016 in United States. It has grown by 60% and currently has 470 employees. This company has raised $2,550,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
967996,33,Neko Health,Stockholm,Sweden,258,121,112.82,2018.0,331000000.0,Hospital/Healthcare,1840,1700000000.0,Health Care,"Get a thorough health check, like you've never experienced before. Receive all your results instantly and have unrushed time with a doctor, all for just £299 . Book a Scan Book a Scan
In short, this company was founded in 2018 in Sweden. It has grown by 112% and currently has 258 employees. This company has raised $331,000,000 so far. It also focuses on the Health Care industry, specializing in Hospital/Healthcare."
390625,34,QuEra Computing,Boston,United States,100,71,41.94,2018.0,277000000.0,Research,1838,1000000000.0,Science,"QuEra Computing is the leading provider of quantum computers based on neutral-atoms. Our mission is to build the most scalable quantum computers.
In short, this company was founded in 2018 in United States. It has grown by 41% and currently has 100 employees. This company has raised $277,000,000 so far. It also focuses on the Science industry, specializing in Research."
319735,35,Lambda,San Francisco,United States,569,409,39.0,2012.0,1370000000.0,Hardware,1831,2500000000.0,Hardware,"Gigawatt-Scale AI Factories for Training & Inference Design your AI Factory Launch GPU instance
In short, this company was founded in 2012 in United States. It has grown by 39% and currently has 569 employees. This company has raised $1,370,000,000 so far. It also focuses on the Hardware industry, specializing in Hardware."
1012449,36,Cyberhaven,Palo Alto,United States,228,135,68.97,2016.0,236000000.0,IT Security,1818,500000000.0,IT,"Legacy DLP canât keep up with the way data is shared in dynamic work environments. Cyberhaven combines content inspection with context from data lineage to give you smarter, faster, and easier data protectionâwithout disrupting the business.
In short, this company was founded in 2016 in United States. It has grown by 68% and currently has 228 employees. This company has raised $236,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
480484,37,Island,Dallas,United States,778,519,49.89,2020.0,800000000.0,SaaS,1816,4800000000.0,Software,"What if your workspace was actually designed for work? â¨No added solutions. No moving parts. No friction whatsoever. Because everything the enterprise needed was already inside. Schedule a demo
In short, this company was founded in 2020 in United States. It has grown by 49% and currently has 778 employees. This company has raised $800,000,000 so far. It also focuses on the Software industry, specializing in SaaS."
369870,38,N8n,Berlin,Germany,167,91,85.45,2019.0,73500000.0,AI,1810,270000000.0,Artificial Intelligence,"Build with the precision of code or the speed of drag-n-drop. Host with on-prem control or in-the-cloud convenience. n8n gives you more freedom to implement multi-step AI agents and integrate apps than any other tool. Get started for free Talk to sales
In short, this company was founded in 2019 in Germany. It has grown by 85% and currently has 167 employees. This company has raised $73,500,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
377779,39,BaseTen,San Francisco,United States,106,50,114.71,2011.0,135000000.0,DevOps,1810,825000000.0,Software,"Effortlessly serve optimized open source & custom models on the fastest, most reliable model delivery network
In short, this company was founded in 2011 in United States. It has grown by 114% and currently has 106 employees. This company has raised $135,000,000 so far. It also focuses on the Software industry, specializing in DevOps."
378110,40,Bilt Rewards,New York,United States,300,229,31.61,2021.0,563000000.0,Fintech,1805,3100000000.0,Financial,"Bilt is the payments and rewards program for where you live, transforming rent payments into valuable rewards while connecting members with exclusive benefits in their neighborhood.
In short, this company was founded in 2021 in United States. It has grown by 31% and currently has 300 employees. This company has raised $563,000,000 so far. It also focuses on the Financial industry, specializing in Fintech."
897682,41,Hebbia AI,New York,United States,136,66,105.17,2020.0,159000000.0,AI,1801,700000000.0,Artificial Intelligence,"Hebbia is the AI platform for finance, used by the world's leading asset managers, investment banks, law firms and Fortune 500 companies.

The product orchestrates ""AI agents"" that accurately tackle the most complex tasks by breaking them down into understandable actions. Users can collaborate with AI to extract, structure, and analyze millions of documents at scale, allowing for full workflow automations with generative AI.

We've raised $160M in funding from a16z, Peter Thiel, Index Ventures, Google Ventures, and others.
In short, this company was founded in 2020 in United States. It has grown by 105% and currently has 136 employees. This company has raised $159,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
11016,42,ZUM,Redwood City,United States,528,393,34.26,2011.0,350000000.0,Transportation,1789,1300000000.0,Transportation,"Zūm has reimagined student transportation— managing every vehicle, driver, passenger, parent, and ride on a single platform. We’re growing fast and looking for super-smart folks motivated to fix the nation's largest mass transportation system and make a real difference for students, schools, drivers, parents and caregivers.
In short, this company was founded in 2011 in United States. It has grown by 34% and currently has 528 employees. This company has raised $350,000,000 so far. It also focuses on the Transportation industry, specializing in Transportation."
898930,43,Riot,San Francisco,United States,129,78,65.71,2020.0,41900000.0,IT Security,1783,170000000.0,IT,"In today's world, most successful cyberattacks start by a human failure. We're making the platform that makes it easy to prepare your employees for cyberattacks, in a way they love.
In short, this company was founded in 2020 in United States. It has grown by 65% and currently has 129 employees. This company has raised $41,900,000 so far. It also focuses on the IT industry, specializing in IT Security."
174670,44,Ayar Labs,San Jose,United States,203,180,13.04,2015.0,374000000.0,Hardware,1780,1000000000.0,Hardware,"Ayar Labs optical I/O maximizes AI infrastructure compute efficiency and performance while reducing costs, latency, and power consumption.
In short, this company was founded in 2015 in United States. It has grown by 13% and currently has 203 employees. This company has raised $374,000,000 so far. It also focuses on the Hardware industry, specializing in Hardware."
966675,45,Upwind,Tel Aviv,Israel,228,124,83.02,2022.0,177000000.0,IT Security,1779,900000000.0,IT,"Combine the power of cloud security posture with runtime context and realtime protection— enabling your security team to prioritize accurately and respond fast to your most critical risks.
In short, this company was founded in 2022 in Israel. It has grown by 83% and currently has 228 employees. This company has raised $177,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
1012425,46,Crusoe,Denver,United States,668,386,73.07,2018.0,1820000000.0,AI,1770,2800000000.0,Artificial Intelligence,"Crusoe provides next-gen AI infrastructure and cloud compute using an energy-first approach. Deploy AI workloads at scale with reliable performance and 24/7 support.
In short, this company was founded in 2018 in United States. It has grown by 73% and currently has 668 employees. This company has raised $1,820,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
471593,47,Cynomi,Herzliya,Israel,85,46,82.93,2020.0,60000000.0,IT Security,1760,140000000.0,IT,"MSSPs and consulting firms leverage Cynomi's AI-powered, automated vCISO platform to provide vCISO services at scale - without scaling their existing resources. Cynomi’s multi-tenant platform automatically generates everything a vCISO needs: risk and compliance assessments, tailored security policies, actionable remediation plans with prioritized tasks, task management tools & customer-facing reports.
In short, this company was founded in 2020 in Israel. It has grown by 82% and currently has 85 employees. This company has raised $60,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
977479,48,Windsurf,Mountain View,United States,258,54,380.49,2011.0,243000000.0,AI,1751,1250000000.0,Artificial Intelligence,"At Windsurf, we're rewriting the future of software development. As the creators of Windsurf Editor, the first agentic IDE, we're using cutting-edge AI to build the modern coding superpower.

We believe there are too many parts of the traditional coding workflow that are boring, tedious, or downright frustrating. From regurgitating boilerplate to poring through StackOverflow, we know YOU deserve better.

So, our mission is clear: empower developers to dream bigger. Beyond manual tasks, we're creating seamless flows to turn your ideas into code, all within an AI-collaborative environment. Ready to unlock your coding potential?
In short, this company was founded in 2011 in United States. It has grown by 380% and currently has 258 employees. This company has raised $243,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
195597,49,Just Salad,New York,United States,626,522,19.67,2011.0,436000000.0,Restaurants,1741,1000000000.0,Food,"Give in to hunger without giving up on what really matters. From reusable bowls to our plant-centric menu, we're doing business differently. Find your craving at Just Salad.
In short, this company was founded in 2011 in United States. It has grown by 19% and currently has 626 employees. This company has raised $436,000,000 so far. It also focuses on the Food industry, specializing in Restaurants."
394078,50,Tines,Dublin,Ireland,432,321,34.51,2018.0,272000000.0,IT Security,1738,1130000000.0,IT,"Build and orchestrate intelligent workflows and agents, on the platform security and IT teams love. Book a demo Sign up free
In short, this company was founded in 2018 in Ireland. It has grown by 34% and currently has 432 employees. This company has raised $272,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
1012439,52,Hightouch,San Francisco,United States,381,244,55.98,2011.0,172000000.0,AI,1725,1200000000.0,Artificial Intelligence,"Hightouch is a data and AI platform for marketing and personalization. Find insights, run campaigns, and build AI agents with all of your data.
In short, this company was founded in 2011 in United States. It has grown by 55% and currently has 381 employees. This company has raised $172,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
175385,53,Nerdio,Chicago,United States,336,206,63.74,2016.0,627000000.0,SaaS,1696,1200000000.0,Software,"Nerdio is a leading provider of powerful, simplified cloud management solutions for businesses of all sizes. Trusted by enterprise IT departments and managed service providers (MSPs) alike, Nerdio equips organizations with seamless, cost-effective management tools for Azure Virtual Desktop (AVD), Windows 365, and comprehensive Modern Work solutions.

With thousands of customers worldwide, Nerdio accelerates cloud adoption, enabling companies to thrive in an era of hybrid work by providing modern, future-proof technology that adapts to evolving workplace needs.
In short, this company was founded in 2016 in United States. It has grown by 63% and currently has 336 employees. This company has raised $627,000,000 so far. It also focuses on the Software industry, specializing in SaaS."
972736,54,EliseAI,New York,United States,285,165,72.85,2017.0,172000000.0,AI,1685,1000000000.0,Artificial Intelligence,"EliseAI is the industry-leading AI platform transforming both property management and healthcare through automation and conversational AI that help housing and healthcare organizations streamline communications and improve operational efficiency.
In short, this company was founded in 2017 in United States. It has grown by 72% and currently has 285 employees. This company has raised $172,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
341348,55,Farther Finance,New York,United States,451,276,63.82,2019.0,124000000.0,Finance,1682,542000000.0,Financial,"Farther is the leading technology-centric wealth management firm – empowering expert advisors with cutting-edge technology to deliver an efficient, comprehensive, and elite client experience. The fastest-growing RIA in the country, Farther manages over $5b in assets across 100+ wealth managers and 5,000 clients.
In short, this company was founded in 2019 in United States. It has grown by 63% and currently has 451 employees. This company has raised $124,000,000 so far. It also focuses on the Financial industry, specializing in Finance."
315975,56,Nimble,San Francisco,United States,253,204,24.1,2017.0,221000000.0,Logistics,1677,1000000000.0,Transportation,"Nimble is a robotic 3PL providing an eCommerce and omni-channel pick, pack and ship fulfillment service. We've built out and operate a national network of autonomous warehouses using next-gen AI robotics so every brand can offer free 2-day or less delivery.

Our founding team comes from the AI labs at Stanford and Carnegie Mellon. Our iconic board of directors includes famed robotics and AI icons Marc Raibert (founder of Boston Dynamics), Sebastian Thrun (founder of Google X and Waymo) and Fei-Fei Li (former Chief Scientist of AI at Google, Director of Stanford's AI Lab and creator of ImageNet).
In short, this company was founded in 2017 in United States. It has grown by 24% and currently has 253 employees. This company has raised $221,000,000 so far. It also focuses on the Transportation industry, specializing in Logistics."
172180,57,Enfinity Global,Madrid,Spain,223,164,35.84,2006.0,867000000.0,Environmental,1673,,Sustainability,"Enfinity Global is a renewable energy solutions provider, supporting the transition to a low-carbon economy with over 32.1 GW in projects across the USA, Europe, and Asia.
In short, this company was founded in 2006 in Spain. It has grown by 35% and currently has 223 employees. This company has raised $867,000,000 so far. It also focuses on the Sustainability industry, specializing in Environmental."
977467,58,Quantinuum,Broomfield,United States,664,563,17.84,2021.0,325000000.0,Fintech,1670,5000000000.0,Financial,"Our trapped ion quantum computers and software solutions are the highest performing in the industry, enabling our users to solve industry's most complex problems.
In short, this company was founded in 2021 in United States. It has grown by 17% and currently has 664 employees. This company has raised $325,000,000 so far. It also focuses on the Financial industry, specializing in Fintech."
752104,59,Bending Spoons,Milan,Italy,587,471,24.38,2013.0,747000000.0,SaaS,1669,2600000000.0,Software,"We own and operate leading digital products, including Evernote, komoot, Meetup, Remini, and WeTransfer. And we develop the technology to power them.
In short, this company was founded in 2013 in Italy. It has grown by 24% and currently has 587 employees. This company has raised $747,000,000 so far. It also focuses on the Software industry, specializing in SaaS."
1012401,60,11x,San Francisco,United States,244,39,1056.67,2023.0,76100000.0,AI,1639,350000000.0,Artificial Intelligence,"For Sales, RevOps, and Go-to-Market Leaders Transform your revenue team with digital AI workers that execute, learn, and optimize across every customer touchpoint.
In short, this company was founded in 2023 in United States. It has grown by 1056% and currently has 244 employees. This company has raised $76,100,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
977486,61,Antithesis,Vienna,United States,106,73,46.3,2011.0,47000000.0,DevOps,1631,215000000.0,Software,"Ship confidently and free your engineering team to focus on creating business value.  Antithesis enables you to find and eliminate bugs that cause system downtime and difficult-to-fix correctness issues.

Our platform combines AI with advanced testing methodologies to thoroughly explore distributed systems and find the bugs that other tools miss.  The platform perfectly reproduces bugs and the conditions that led to them, dramatically reducing the time required to debug systems and enabling engineers to validate fixes with 100% certainty.   

Instead of having engineers (or AI) write more test cases, the platform enables property-based testing where you define desired outcomes.  Our autonomous AI-powered testing engine explores millions of code paths in parallel and smartly injects the kind of faults your code routinely experiences in hostile production environments.  No more testing only the ""happy path"" and missing the issues that will haunt you in production.
In short, this company was founded in 2011 in United States. It has grown by 46% and currently has 106 employees. This company has raised $47,000,000 so far. It also focuses on the Software industry, specializing in DevOps."
175631,62,OLIPOP PBC,Oakland,United States,440,267,64.61,2017.0,243000000.0,Food,1628,1850000000.0,Food,"Discover a new kind of soda made with plant fiber and prebiotics. Non-GMO, gluten-free, paleo, and vegan, with high fiber and 2-5g of sugar. Enjoy a variety of delicious, refreshing and classic flavors.
In short, this company was founded in 2017 in United States. It has grown by 64% and currently has 440 employees. This company has raised $243,000,000 so far. It also focuses on the Food industry, specializing in Food."
314244,63,Truveta,Seattle,United States,387,359,7.89,2020.0,515000000.0,Digital Health,1621,1000000000.0,Health Care,"Unlock the power of EHR data analytics with Truveta. Discover actionable insights and drive meaningful improvements using comprehensive EHR data.
In short, this company was founded in 2020 in United States. It has grown by 7% and currently has 387 employees. This company has raised $515,000,000 so far. It also focuses on the Health Care industry, specializing in Digital Health."
985946,64,Dream,Tel-Aviv,Israel,198,121,63.89,2022.0,154000000.0,IT Security,1596,1100000000.0,IT,"Artificial Intelligence for the Cyber Resilience of Nations Cyber Resilience for National Security Dream is developing an AI platform that enables cyber resilience and protects nations from hostile nation-states cyber attacks.Dream’s advanced platform strengthens national security by providing governments with unmatched visibility, predictive defense, and real-time threat mitigation by solving the massive data problem in […]
In short, this company was founded in 2022 in Israel. It has grown by 63% and currently has 198 employees. This company has raised $154,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
1014159,65,SchoolAI,Lehi,United States,268,23,620.83,2023.0,32000000.0,AI,1595,,Artificial Intelligence,"SchoolAI is a Student Success Platform that makes school awesome for students by helping the people who support them understand how theyâre doing and why.
In short, this company was founded in 2023 in United States. It has grown by 620% and currently has 268 employees. This company has raised $32,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
